ID,Name,Types,Weaknesses,Evolution,HP,Attack,Defense,SpAttack,SpDefense,Speed,HeightM,WeightKg,Generation,Region,FirstLocation,Genus,Bio,Fact
780,Drampa,"Normal,Dragon","Ice,Fairy,Dragon",,78,60,85,135,91,36,3.0,185.0,Gen VII,Alola,Mount Lanakila (Moon),Placid Pokémon,"Drampa is a kind and friendly Pokémon—up until it’s angered. When that happens, it stirs up a gale and flattens everything around.",The only Normal/Dragon type in the entire Pokédex.
781,Dhelmise,"Ghost,Grass","Fire,Ice,Flying,Ghost,Dark",,70,131,100,86,90,40,3.9,210.0,Gen VII,Alola,Seafolk Village (Sun),Sea Creeper Pokémon,"After lowering its anchor, it waits for its prey. It catches large Wailord and drains their life-force.",Has the highest base Attack (131) of all 51 Ghost-type Pokémon.
782,Jangmo-o,Dragon,"Ice,Dragon,Fairy",783,45,55,65,45,45,45,0.6,29.7,Gen VII,Alola,Vast Poni Canyon (Sun),Scaly Pokémon,Jangmo-o strikes its scales to communicate with others of its kind. Its scales are actually fur that’s become as hard as metal.,It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.
783,Hakamo-o,"Dragon,Fighting","Fairy,Ice,Dragon,Flying,Psychic",784,55,75,90,65,70,65,1.2,47.0,Gen VII,Alola,Vast Poni Canyon (Sun),Scaly Pokémon,"Before attacking its enemies, it clashes its scales together and roars. Its sharp claws shred the opposition.",It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.
784,Kommo-o,"Dragon,Fighting","Fairy,Ice,Dragon,Flying,Psychic",,75,110,125,100,105,85,1.6,78.2,Gen VII,Alola,Vast Poni Canyon (Sun),Scaly Pokémon,Certain ruins have paintings of ancient warriors wearing armor made of Kommo-o scales.,"When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic."
785,Tapu Koko,"Electric,Fairy","Poison,Ground",,70,115,85,95,75,130,1.8,20.5,Gen VII,Alola,Ruins of Conflict (Sun),Land Spirit Pokémon,"The lightning-wielding guardian deity of Melemele, Tapu Koko is brimming with curiosity and appears before people from time to time.",This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.
786,Tapu Lele,"Psychic,Fairy","Poison,Steel,Ghost",,70,85,75,130,115,95,1.2,18.6,Gen VII,Alola,Ruins of Life (Sun),Land Spirit Pokémon,"Although called a guardian deity, Tapu Lele is devoid of guilt about its cruel disposition and can be described as nature incarnate.",This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.
787,Tapu Bulu,"Grass,Fairy","Fire,Ice,Poison,Flying,Steel",,70,130,115,85,95,75,1.9,45.5,Gen VII,Alola,Ruins of Abundance (Sun),Land Spirit Pokémon,"It makes ringing sounds with its tail to let others know where it is, avoiding unneeded conflicts. This guardian deity of Ula’ula controls plants.","It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth."
788,Tapu Fini,"Water,Fairy","Electric,Grass,Poison",,70,75,115,95,130,85,1.3,21.2,Gen VII,Alola,Ruins of Hope (Sun),Land Spirit Pokémon,"Although it’s called a guardian deity, terrible calamities sometimes befall those who recklessly approach Tapu Fini.",The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.
789,Cosmog,Psychic,"Ghost,Dark,Bug",,43,29,31,29,31,37,0.2,0.1,Gen VII,Alola,Lake of the Sunne (Sun),Nebula Pokémon,"Cosmog is very curious but not very cautious, often placing itself in danger. If things start to look dicey, it teleports away.",Tied for the lightest Pokémon in the Pokédex at 0.1 kg.
790,Cosmoem,Psychic,"Ghost,Dark,Bug",,43,29,131,29,131,37,0.1,999.9,Gen VII,Alola,Special encounter,Protostar Pokémon,"It sucks in dust from the air at an astounding rate, frantically building up energy within its core as preparation for evolution.",The heaviest Pokémon in the Pokédex at 999.9 kg.
791,Solgaleo,"Psychic,Steel","Fire,Ground,Ghost,Dark",,137,137,107,113,89,97,3.4,230.0,Gen VII,Alola,Altar of the Sunne (Sun),Sunne Pokémon,Solgaleo was once known as the Beast That Devours the Sun. Energy in the form of light radiates boundlessly from it.,Has the highest base HP (137) of all 54 Steel-type Pokémon.
792,Lunala,"Psychic,Ghost","Ghost,Dark",,137,113,89,137,107,97,4.0,120.0,Gen VII,Alola,Altar of the Moone (Moon),Moone Pokémon,"It steals the light from its surroundings and then becomes the full moon, showering its own light across the night sky.","It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world."
793,Nihilego,"Rock,Poison","Water,Psychic,Ground,Steel",,109,53,47,127,131,103,1.2,55.5,Gen VII,Alola,Diglett’s Tunnel (Sun),Parasite Pokémon,It appeared in this world from an Ultra Wormhole. Nihilego appears to be a parasite that lives by feeding on people and Pokémon.,The only Rock/Poison type in the entire Pokédex.
794,Buzzwole,"Bug,Fighting","Flying,Fire,Psychic,Fairy",,107,139,139,53,53,79,2.4,333.6,Gen VII,Alola,Melemele Meadow (Sun),Swollen Pokémon,Buzzwole goes around showing off its abnormally swollen muscles. It is one kind of Ultra Beast.,Has the highest base HP (107) of all 84 Bug-type Pokémon.
795,Pheromosa,"Bug,Fighting","Flying,Fire,Psychic,Fairy",,71,137,37,137,37,151,1.8,25.0,Gen VII,Alola,Verdant Cavern (Moon),Lissome Pokémon,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",Has the highest base Sp. Attack (137) of all 61 Fighting-type Pokémon.
796,Xurkitree,Electric,Ground,,83,89,71,173,71,83,3.8,100.0,Gen VII,Alola,Lush Jungle (Sun),Glowing Pokémon,"They’ve been dubbed Ultra Beasts. Some of them stand unmoving, like trees, with their arms and legs stuck into the ground.",Has the highest base Sp. Attack (173) of all 898 Pokémon.
797,Celesteela,"Steel,Flying","Fire,Electric",,97,101,103,107,101,61,9.2,999.9,Gen VII,Alola,Haina Desert (Moon),Launch Pokémon,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",The heaviest Pokémon in the Pokédex at 999.9 kg.
798,Kartana,"Grass,Steel","Fire,Fighting",,59,181,131,59,31,109,0.3,0.1,Gen VII,Alola,Route 17 (Sun),Drawn Sword Pokémon,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",Has the highest base Attack (181) of all 898 Pokémon.
799,Guzzlord,"Dark,Dragon","Fairy,Ice,Dragon,Bug,Fighting",,223,101,53,97,53,43,5.5,888.0,Gen VII,Alola,Resolution Cave (Sun),Junkivore Pokémon,An unknown life-form called a UB. It may be constantly hungry—it is certainly always devouring something.,Has the highest base HP (223) of all 55 Dark-type Pokémon.
800,Necrozma,Psychic,"Bug,Ghost,Dark",,97,107,101,127,89,79,2.4,230.0,Gen VII,Alola,Ten Carat Hill (Sun),Prism Pokémon,"It needs light to survive, and it goes on a rampage seeking it out. Its laser beams will cut anything to pieces.","Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times."
801,Magearna,"Steel,Fairy","Fire,Ground",,80,95,115,130,115,65,1.0,80.5,Gen VII,Alola,Hau'oli City (Ultra Sun),Artificial Pokémon,"Built roughly 500 years ago by a scientist, the part called the Soul-Heart is the actual life-form.","This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak."
802,Marshadow,"Fighting,Ghost","Fairy,Flying,Psychic",,90,125,80,90,90,125,0.7,22.2,Gen VII,Alola,Special encounter,Gloomdweller Pokémon,"This Pokémon can conceal itself in any shadow, so it went undiscovered for a long time.",The only Fighting/Ghost type in the entire Pokédex.
803,Poipole,Poison,"Ground,Psychic",,67,73,67,73,67,73,0.6,1.8,Gen VII,Alola,Ultra Megalopolis (Ultra Sun),Poison Pin Pokémon,"An Ultra Beast that lives in a different world, it cackles wildly as it sprays its opponents with poison from the needles on its head.",This Ultra Beast is well enough liked to be chosen as a first partner in its own world.
804,Naganadel,"Poison,Dragon","Ground,Psychic,Ice,Dragon",,73,73,73,127,73,121,3.6,150.0,Gen VII,Alola,Special encounter,Poison Pin Pokémon,"One kind of Ultra Beast, it fires a glowing, venomous liquid from its needles. This liquid is also immensely adhesive.",It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.
805,Stakataka,"Rock,Steel","Fighting,Ground,Water",,61,131,211,53,101,13,5.5,820.0,Gen VII,Alola,Poni Grove (Ultra Moon),Rampart Pokémon,"When stone walls started moving and attacking, the brute’s true identity was this mysterious life-form, which brings to mind an Ultra Beast.",Has the highest base Defense (211) of all 54 Steel-type Pokémon.
806,Blacephalon,"Fire,Ghost","Water,Ground,Rock,Ghost,Dark",,53,127,53,151,79,107,1.8,13.0,Gen VII,Alola,Poni Grove (Ultra Sun),Fireworks Pokémon,"A UB that appeared from an Ultra Wormhole, it causes explosions, then takes advantage of opponents’ surprise to rob them of their vitality.",Has the highest base Sp. Attack (151) of all 71 Fire-type Pokémon.
807,Zeraora,Electric,Ground,,88,112,75,102,80,143,1.5,44.5,Gen VII,Alola,Special encounter,Thunderclap Pokémon,"Electricity sparks from the pads on its limbs. Wherever Zeraora runs, lightning flashes and thunder echoes.","It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks."
808,Meltan,Steel,"Fire,Fighting,Ground",,46,65,65,55,35,34,0.2,8.0,Gen VII,Alola,Special encounter,Hex Nut Pokémon,"They live as a group, but when the time comes, one strong Meltan will absorb all the others and evolve.","It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel."
809,Melmetal,Steel,"Fire,Fighting,Ground",,135,143,143,80,65,34,2.5,800.0,Gen VII,Alola,Special encounter,Hex Nut Pokémon,Centrifugal force is behind the punches of Melmetal’s heavy hex-nut arms. Melmetal is said to deliver the strongest punches of all Pokémon.,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years."
810,Grookey,Grass,"Fire,Ice,Poison,Flying,Bug",811,50,65,50,40,40,65,0.3,5.0,Gen VIII,Galar,Postwick (Sword),Chimp Pokémon,"It attacks with rapid beats of its stick. As it strikes with amazing speed, it gets more and more pumped.","When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area."
811,Thwackey,Grass,"Fire,Ice,Poison,Flying,Bug",812,70,85,70,55,60,80,0.7,14.0,Gen VIII,Galar,Evolves from Grookey,Beat Pokémon,"When it’s drumming out rapid beats in battle, it gets so caught up in the rhythm that it won’t even notice that it’s already knocked out its opponent.","The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers."
812,Rillaboom,Grass,"Fire,Ice,Poison,Flying,Bug",,100,125,90,60,70,85,2.1,90.0,Gen VIII,Galar,Evolves from Thwackey,Drummer Pokémon,The one with the best drumming techniques becomes the boss of the troop. It has a gentle disposition and values harmony among its group.,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle."
813,Scorbunny,Fire,"Water,Ground,Rock",814,50,71,40,40,40,69,0.3,4.5,Gen VIII,Galar,Postwick (Sword),Rabbit Pokémon,"It has special pads on the backs of its feet, and one on its nose. Once it’s raring to fight, these pads radiate tremendous heat.","A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power."
814,Raboot,Fire,"Water,Ground,Rock",815,65,86,60,55,60,94,0.6,9.0,Gen VIII,Galar,Evolves from Scorbunny,Rabbit Pokémon,"It kicks berries right off the branches of trees and then juggles them with its feet, practicing its footwork.",Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.
815,Cinderace,Fire,"Water,Ground,Rock",,80,116,75,65,75,119,1.4,33.0,Gen VIII,Galar,Evolves from Raboot,Striker Pokémon,"It’s skilled at both offense and defense, and it gets pumped up when cheered on. But if it starts showboating, it could put itself in a tough spot.","It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched."
816,Sobble,Water,"Electric,Grass",817,50,40,40,70,40,70,0.3,4.0,Gen VIII,Galar,Postwick (Sword),Water Lizard Pokémon,"When it gets wet, its skin changes color, and this Pokémon becomes invisible as if it were camouflaged.","When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping."
817,Drizzile,Water,"Electric,Grass",818,65,60,55,95,55,90,0.7,11.5,Gen VIII,Galar,Evolves from Sobble,Water Lizard Pokémon,"Highly intelligent but also very lazy, it keeps enemies out of its territory by laying traps everywhere.","A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms."
818,Inteleon,Water,"Electric,Grass",,70,85,65,125,65,120,1.9,45.2,Gen VIII,Galar,Evolves from Drizzile,Secret Agent Pokémon,Its nictitating membranes let it pick out foes’ weak points so it can precisely blast them with water that shoots from its fingertips at Mach 3.,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air."
819,Skwovet,Normal,Fighting,820,70,55,55,35,35,25,0.3,2.5,Gen VIII,Galar,Route 1 (Sword),Cheeky Pokémon,"It eats berries nonstop—a habit that has made it more resilient than it looks. It’ll show up on farms, searching for yet more berries.","Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries."
820,Greedent,Normal,Fighting,,120,95,95,55,75,20,0.6,6.0,Gen VIII,Galar,Route 6 (Sword),Greedy Pokémon,"Common throughout the Galar region, this Pokémon has strong teeth and can chew through the toughest of berry shells.","It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss."
821,Rookidee,Flying,"Electric,Ice,Rock",822,38,47,35,33,35,57,0.2,1.8,Gen VIII,Galar,Route 1 (Sword),Tiny Bird Pokémon,"Jumping nimbly about, this small-bodied Pokémon takes advantage of even the slightest opportunity to disorient larger opponents.","It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit."
